Text,Difficulty,Difficulty Annotator 1,Difficulty Annotator 2,Difficulty Annotator 3
"Elle eut plaisir, comme un enfant, à pousser de son doigt les larges portes tapissées ; elle aspira de toute sa poitrine l’odeur poussiéreuse des couloirs, et, quand elle fut assise dans sa loge, elle se cambra la taille avec une désinvolture de duchesse.",,,,
"La salle commençait à se remplir, on tirait les lorgnettes de leurs étuis, et les abonnés, s’apercevant de loin, se faisaient des salutations.",,,,
"Ils venaient se délasser dans les beaux-arts des inquiétudes de la vente ; mais, n’oubliant point les affaires, ils causaient encore cotons, trois-six ou indigo.",,,,
"On voyait là des têtes de vieux, inexpressives et pacifiques, et qui, blanchâtres de chevelure et de teint, ressemblaient à des médailles d’argent ternies par une vapeur de plomb.",,,,
"Les jeunes beaux se pavanaient au parquet, étalant, dans l’ouverture de leur gilet, leur cravate rose ou vert pomme ; et Mme Bovary les admirait d’en haut, appuyant sur des badines à pomme d’or la paume tendue de leurs gants jaunes.",,,,
"Cependant, les bougies de l’orchestre s’allumèrent ; le lustre descendit du plafond, versant, avec le rayonnement de ses facettes, une gaieté subite dans la salle ; puis les musiciens entrèrent les uns après les autres, et ce fut d’abord un long charivari de basses ronflant, de violons grinçant, de pistons trompettant, de flûtes et de flageolets qui piaulaient.",,,,
"Mais on entendit trois coups sur la scène ; un roulement de timbales commença, les instruments de cuivre plaquèrent des accords, et le rideau, se levant, découvrit un paysage.",,,,
"C’était le carrefour d’un bois, avec une fontaine, à gauche, ombragée par un chêne.",,,,
"Des paysans et des seigneurs, le plaid sur l’épaule, chantaient tous ensemble une chanson de chasse ; puis il survint un capitaine qui invoquait l’ange du mal en levant au ciel ses deux bras ; un autre parut ; ils s’en allèrent, et les chasseurs reprirent.",,,,
"Elle se retrouvait dans les lectures de sa jeunesse, en plein Walter Scott. Il lui semblait entendre, à travers le brouillard, le son des cornemuses écossaises se répéter sur les bruyères.",,,,
"D’ailleurs, le souvenir du roman facilitant l’intelligence du libretto, elle suivait l’intrigue phrase à phrase, tandis que d’insaisissables pensées qui lui revenaient, se dispersaient, aussitôt, sous les rafales de la musique.",,,,
Elle se laissait aller au bercement des mélodies et se sentait elle-même vibrer de tout son être comme si les archets des violons se fussent promenés sur ses nerfs.,,,,
"Elle n’avait pas assez d’yeux pour contempler les costumes, les décors, les personnages, les arbres peints qui tremblaient quand on marchait, et les toques de velours, les manteaux, les épées, toutes ces imaginations qui s’agitaient dans l’harmonie comme dans l’atmosphère d’un autre monde.",,,,
Mais une jeune femme s’avança en jetant une bourse à un écuyer vert.,,,,
"Elle resta seule, et alors on entendit une flûte qui faisait comme un murmure de fontaine ou comme des gazouillements d’oiseau.",,,,
"Lucie entama d’un air brave sa cavatine en sol majeur ; elle se plaignait d’amour, elle demandait des ailes. Emma, de même, aurait voulu, fuyant la vie, s’envoler dans une étreinte.",,,,
Il avait une de ces pâleurs splendides qui donnent quelque chose de la majesté des marbres aux races ardentes du Midi.,,,,
"Sa taille vigoureuse était prise dans un pourpoint de couleur brune ; un petit poignard ciselé lui battait sur la cuisse gauche, et il roulait des regards langoureusement en découvrant ses dents blanches.",,,,
"On disait qu’une princesse polonaise, l’écoutant un soir chanter sur la plage de Biarritz, où il radoubait des chaloupes, en était devenue amoureuse.",,,,
"Elle s’était ruinée à cause de lui. Il l’avait plantée là pour d’autres femmes, et cette célébrité sentimentale ne laissait pas que de servir à sa réputation artistique.",,,,
Le cabotin diplomate avait même soin de faire toujours glisser dans les réclames une phrase poétique sur la fascination de sa personne et la sensibilité de son âme.,,,,
"Un bel organe, un imperturbable aplomb, plus de tempérament que d’intelligence et plus d’emphase que de lyrisme, achevaient de rehausser cette admirable nature de charlatan, où il y avait du coiffeur et du toréador.",,,,
"Dès la première scène, il enthousiasma. Il pressait Lucie dans ses bras, il la quittait, il revenait, il semblait désespéré : il avait des éclats de colère, puis des râles élégiaques d’une douceur infinie, et les notes s’échappaient de son cou nu, pleines de sanglots et de baisers.",,,,
"Emma se penchait pour le voir, égratignant avec ses ongles le velours de sa loge.",,,,
"Elle s’emplissait le cœur de ces lamentations mélodieuses qui se traînaient à l’accompagnement des contrebasses, comme des cris de naufragés dans le tumulte d’une tempête.",,,,
Elle reconnaissait tous les enivrements et les angoisses dont elle avait manqué mourir.,,,,
"La voix de la chanteuse ne lui semblait être que le retentissement de sa conscience, et cette illusion qui la charmait quelque chose même de sa vie.",,,,
"Mais personne sur la terre ne l’avait aimée d’un pareil amour. Il ne pleurait pas comme Edgar, le dernier soir, au clair de lune, lorsqu’ils se disaient : « À demain ; à demain !… ». ",,,,
"La salle craquait sous les bravos ; on recommença la strette entière ; les amoureux parlaient des fleurs de leur tombe, de serments, d’exil, de fatalité, d’espérances, et quand ils poussèrent l’adieu final, Emma jeta un cri aigu, qui se confondit avec la vibration des derniers accords.",,,,
"Malgré les explications d’Emma, dès le duo récitatif où Gilbert expose à son maître Ashton ses abominables manœuvres, Charles, en voyant le faux anneau de fiançailles qui doit abuser Lucie, crut que c’était un souvenir d’amour envoyé par Edgar.",,,,
"Lucie s’avançait, à demi soutenue par ses femmes, une couronne d’oranger dans les cheveux, et plus pâle que le satin blanc de sa robe.",,,,
"Emma rêvait au jour de son mariage ; et elle se revoyait là-bas, au milieu des blés, sur le petit sentier, quand on marchait vers l’église.",,,,
Elle connaissait à présent la petitesse des passions que l’art exagérait.,,,,
"S’efforçant donc d’en détourner sa pensée, Emma voulait ne plus voir dans cette reproduction de ses douleurs qu’une fantaisie plastique bonne à amuser les yeux, et même elle souriait intérieurement d’une pitié dédaigneuse, quand au fond du théâtre, sous la portière de velours, un homme apparut en manteau noir.",,,,
Son grand chapeau à l’espagnole tomba dans un geste qu’il fit ; et aussitôt les instruments et les chanteurs entonnèrent le sextuor.,,,,
"Edgar, étincelant de furie, dominait tous les autres de sa voix plus claire.",,,,
"Ashton lui lançait en notes graves des provocations homicides, Lucie poussait sa plainte aiguë, Arthur modulait à l’écart des sons moyens, et la basse-taille du ministre ronflait comme un orgue, tandis que les voix de femmes, répétant ses paroles, reprenaient en chœur, délicieusement.",,,,
"Ils étaient tous sur la même ligne à gesticuler ; et la colère, la vengeance, la jalousie, la terreur, la miséricorde et la stupéfaction s’exhalaient à la fois de leurs bouches entrouvertes.",,,,
"Mais, à partir de ce moment, elle n’écouta plus ; et le chœur des conviés, la scène d’Ashton et de son valet, le grand duo en ré majeur, tout passa pour elle dans l’éloignement, comme si les instruments fussent devenus moins sonores et les personnages plus reculés ; elle se rappelait les parties de cartes chez le pharmacien, et la promenade chez la nourrice, les lectures sous la tonnelle, les tête-à-tête au coin du feu, tout ce pauvre amour si calme et si long, si discret, si tendre, et qu’elle avait oublié cependant.",,,,
"Ce projet reste pour l'instant utopique, et on ne sait même pas s'il sera réalisable un jour.",,,,
"Mais, tout comme l'uploading du cerveau peut être considéré comme un archétype nous permettant de penser l'identité numérique, les rêveries de la nanotechnologie moléculaire apparaissent comme l'horizon lointain des recherches d'aujourd'hui.",,,,
"Ainsi, il existe déjà une méthode pour passer du virtuel au réel. Ce sont les imprimantes 3D qui se montrent capables de créer divers objets, à partir d'un modèle réalisé grâce à un logiciel 3D.",,,,
"L'opération se fait en superposant les unes sur les autres des couches du matériel de construction, en général un plastique (mais certains ont utilisé du fromage ou du chocolat !).",,,,
"Cela ressemble à de la science-fiction, mais pourtant, la claytronique, comme on l'appelle, devrait être plus facile à réaliser que la fabrication moléculaire nanotechnologique, car se situant malgré tout bien au-dessus du niveau nanométrique.",,,,
"À terme, on peut imaginer la création de holodecks, pour la plus grande joie des fans de Star Trek.",,,,
"Dans cette série TV (connue pour inspirer les geeks de tout âge et toute nationalité), le holodeck est une espèce de salle de jeu capable de matérialiser n'importe quel environnement, apparemment sans nécessiter aucune interface particulière.",,,,
"Si les techniques de l'impression 3D, de la claytronique, voire de la nanotechnologie se répandent, ce sera la fin de la réalité virtuelle au sens propre du terme.",,,,
"Et les mondes virtuels, doubles de notre univers de l'autre côté de l'écran, auront de moins en moins de raisons de se maintenir de façon autonome.",,,,
Souhaitons que la puissance de l'imaginaire que véhicule la réalité virtuelle ne disparaîtra pas tout entière avec elle.,,,,
"Et parions que ces nouvelles technologies sauront créer un imaginaire tout aussi riche et fécond et pas seulement être des technologies au service de notre réalité.
",,,,
"Elles pensaient qu’on doit mettre devant les enfants, et qu’ils font preuve de goût en aimant d’abord, les œuvres que, parvenu à la maturité, on admire définitivement.",,,,
"C’est sans doute parce qu’elles se figuraient les mérites esthétiques comme des objets matériels qu’un œil ouvert ne peut faire autrement que de percevoir, sans avoir eu besoin d’en mûrir lentement des équivalents dans son propre cœur15.",,,,
"Parfois à ma fenêtre, dans l’hôtel de Balbec, le matin quand Françoise défaisait les couvertures qui cachaient la lumière, il m’était arrivé grâce à un effet de soleil, de regarder avec joie une zone bleue et fluide sans savoir si elle appartenait à la mer ou au ciel. ",,,,
"Comme celui qui croit au moment où il perd un être qu’il aime, qu’il était justement sur le point de savoir jouir de lui, je croyais qu’au moment où j’allais être forcé de quitter Querqueville*, j’étais sur le point d’acquérir à l’ancienneté, par la vertu purement physique du séjour sans concours de mes sensations une impression durable de la mer.",,,,
